rgn_id,year,popsum
1804,2000,4682473.5023719
1804,2001,4714355.54731321
1804,2002,4746237.59225451
1804,2003,4778119.63719582
1804,2004,4810001.68213713
1804,2005,4841883.72707843
1804,2006,4902088.51601531
1804,2007,4962293.3049522
1804,2008,5022498.09388908
1804,2009,5082702.88282596
1804,2010,5142907.67176284
1804,2011,5214612.89719068
1804,2012,5286318.12261851
1804,2013,5358023.34804634
1804,2014,5429728.57347418
1804,2015,5501433.79890201
1804,2016,5565675.57572275
1804,2017,5629917.35254349
1804,2018,5694159.12936424
1804,2019,5758400.90618498
1804,2020,5822642.68300572
1805,2000,4682473.5023719
1805,2001,4714355.54731321
1805,2002,4746237.59225451
1805,2003,4778119.63719582
1805,2004,4810001.68213713
1805,2005,4841883.72707843
1805,2006,4902088.51601531
1805,2007,4962293.3049522
1805,2008,5022498.09388908
1805,2009,5082702.88282596
1805,2010,5142907.67176284
1805,2011,5214612.89719068
1805,2012,5286318.12261851
1805,2013,5358023.34804634
1805,2014,5429728.57347418
1805,2015,5501433.79890201
1805,2016,5565675.57572275
1805,2017,5629917.35254349
1805,2018,5694159.12936424
1805,2019,5758400.90618498
1805,2020,5822642.68300572
1811,2000,4682473.5023719
1811,2001,4714355.54731321
1811,2002,4746237.59225451
1811,2003,4778119.63719582
1811,2004,4810001.68213713
1811,2005,4841883.72707843
1811,2006,4902088.51601531
1811,2007,4962293.3049522
1811,2008,5022498.09388908
1811,2009,5082702.88282596
1811,2010,5142907.67176284
1811,2011,5214612.89719068
1811,2012,5286318.12261851
1811,2013,5358023.34804634
1811,2014,5429728.57347418
1811,2015,5501433.79890201
1811,2016,5565675.57572275
1811,2017,5629917.35254349
1811,2018,5694159.12936424
1811,2019,5758400.90618498
1811,2020,5822642.68300572
1812,2000,4682473.5023719
1812,2001,4714355.54731321
1812,2002,4746237.59225451
1812,2003,4778119.63719582
1812,2004,4810001.68213713
1812,2005,4841883.72707843
1812,2006,4902088.51601531
1812,2007,4962293.3049522
1812,2008,5022498.09388908
1812,2009,5082702.88282596
1812,2010,5142907.67176284
1812,2011,5214612.89719068
1812,2012,5286318.12261851
1812,2013,5358023.34804634
1812,2014,5429728.57347418
1812,2015,5501433.79890201
1812,2016,5565675.57572275
1812,2017,5629917.35254349
1812,2018,5694159.12936424
1812,2019,5758400.90618498
1812,2020,5822642.68300572
1813,2000,4682473.5023719
1813,2001,4714355.54731321
1813,2002,4746237.59225451
1813,2003,4778119.63719582
1813,2004,4810001.68213713
1813,2005,4841883.72707843
1813,2006,4902088.51601531
1813,2007,4962293.3049522
1813,2008,5022498.09388908
1813,2009,5082702.88282596
1813,2010,5142907.67176284
1813,2011,5214612.89719068
1813,2012,5286318.12261851
1813,2013,5358023.34804634
1813,2014,5429728.57347418
1813,2015,5501433.79890201
1813,2016,5565675.57572275
1813,2017,5629917.35254349
1813,2018,5694159.12936424
1813,2019,5758400.90618498
1813,2020,5822642.68300572
1815,2000,4682473.5023719
1815,2001,4714355.54731321
1815,2002,4746237.59225451
1815,2003,4778119.63719582
1815,2004,4810001.68213713
1815,2005,4841883.72707843
1815,2006,4902088.51601531
1815,2007,4962293.3049522
1815,2008,5022498.09388908
1815,2009,5082702.88282596
1815,2010,5142907.67176284
1815,2011,5214612.89719068
1815,2012,5286318.12261851
1815,2013,5358023.34804634
1815,2014,5429728.57347418
1815,2015,5501433.79890201
1815,2016,5565675.57572275
1815,2017,5629917.35254349
1815,2018,5694159.12936424
1815,2019,5758400.90618498
1815,2020,5822642.68300572
1816,2000,4682473.5023719
1816,2001,4714355.54731321
1816,2002,4746237.59225451
1816,2003,4778119.63719582
1816,2004,4810001.68213713
1816,2005,4841883.72707843
1816,2006,4902088.51601531
1816,2007,4962293.3049522
1816,2008,5022498.09388908
1816,2009,5082702.88282596
1816,2010,5142907.67176284
1816,2011,5214612.89719068
1816,2012,5286318.12261851
1816,2013,5358023.34804634
1816,2014,5429728.57347418
1816,2015,5501433.79890201
1816,2016,5565675.57572275
1816,2017,5629917.35254349
1816,2018,5694159.12936424
1816,2019,5758400.90618498
1816,2020,5822642.68300572
1818,2000,4682473.5023719
1818,2001,4714355.54731321
1818,2002,4746237.59225451
1818,2003,4778119.63719582
1818,2004,4810001.68213713
1818,2005,4841883.72707843
1818,2006,4902088.51601531
1818,2007,4962293.3049522
1818,2008,5022498.09388908
1818,2009,5082702.88282596
1818,2010,5142907.67176284
1818,2011,5214612.89719068
1818,2012,5286318.12261851
1818,2013,5358023.34804634
1818,2014,5429728.57347418
1818,2015,5501433.79890201
1818,2016,5565675.57572275
1818,2017,5629917.35254349
1818,2018,5694159.12936424
1818,2019,5758400.90618498
1818,2020,5822642.68300572
